"time","latitude","longitude","depth","mag","magType","nst","gap","dmin","rms","net","id","updated","place","type","horizontalError","depthError","magError","magNst","status","locationSource","magSource"
2019-07-04 07:12:30,-3.1224,-77.6259,52.05,4.3,"mb",NA,101,1.755,0.65,"us","us70004j21","2019-09-26T14:31:05.040Z","94km SE of Sucua, Ecuador","earthquake",6.6,9,0.122,19,"reviewed","us","us"
2019-06-30 23:18:10,-17.3518,-69.3804,161.11,4.3,"mb",NA,83,0.254,1.18,"us","us700047t1","2019-09-14T16:08:24.040Z","70km E of Tarata, Peru","earthquake",4.7,5.4,0.07,59,"reviewed","us","us"
2019-06-30 07:41:05,-17.1867,-69.5504,165.9,4.4,"mb",NA,93,0.406,1.06,"us","us700047m2","2019-09-14T16:08:21.040Z","53km ENE of Chuquitira, Peru","earthquake",7.3,4.6,0.109,24,"reviewed","us","us"
2019-06-29 15:02:39,-14.7238,-77.0844,15.03,4.3,"mb",NA,200,2.73,1.14,"us","us70004fwj","2019-09-14T16:08:36.040Z","129km SW of Paracas, Peru","earthquake",15.9,7.3,0.238,5,"reviewed","us","us"
2019-06-29 05:00:23,-16.0048,-74.2359,35,4.8,"mb",NA,142,4.403,0.34,"us","us7000476b","2019-09-14T16:08:18.040Z","75km SSE of Acari, Peru","earthquake",6.2,2,0.081,47,"reviewed","us","us"
2019-06-29 01:06:33,-14.5899,-76.5794,10,4.6,"mb",NA,180,2.599,1.02,"us","us7000474i","2019-09-14T16:08:17.040Z","86km SSW of Paracas, Peru","earthquake",5.4,1.9,0.165,11,"reviewed","us","us"
2019-06-27 23:37:58,-17.5662,-69.9017,164.17,4,"mb",NA,101,0.402,0.9,"us","us700046cf","2019-09-14T16:08:15.040Z","17km SE of Tarata, Peru","earthquake",9.5,6.8,0.156,11,"reviewed","us","us"
2019-06-27 11:45:34,-18.4352,-70.0348,73.43,4.1,"mb",NA,99,0.298,1.17,"us","us70004b84","2019-09-14T16:08:33.040Z","28km E of Arica, Chile","earthquake",6,8.5,0.262,4,"reviewed","us","us"
2019-06-26 01:38:55,-9.2354,-75.7801,10,4.6,"mb",NA,123,2.927,0.69,"us","us70004519","2019-09-14T16:08:08.040Z","25km ENE of Tingo Maria, Peru","earthquake",9,1.9,0.091,36,"reviewed","us","us"
2019-06-19 23:02:59,-4.0003,-75.994,107.44,4.9,"mww",NA,39,3.597,0.76,"us","us600043dq","2019-09-11T15:19:16.040Z","120km NE of Barranca, Peru","earthquake",6.7,5.1,0.086,13,"reviewed","us","us"
2019-06-15 07:07:52,-4.0694,-76.8341,108.51,4.4,"mb",NA,96,2.896,0.77,"us","us6000448m","2019-09-06T14:25:24.040Z","85km N of Barranca, Peru","earthquake",8,10.1,0.143,14,"reviewed","us","us"
2019-06-08 21:09:15,-17.2583,-74.5104,10,4.4,"mb",NA,184,4.813,1.16,"us","us600040qg","2019-08-27T17:47:57.040Z","202km S of Acari, Peru","earthquake",13,2,0.218,6,"reviewed","us","us"
2019-06-08 04:58:15,-10.0081,-78.7257,56.38,4.4,"mb",NA,145,2.699,0.95,"us","us600040ph","2019-08-27T17:47:51.040Z","63km W of Huarmey, Peru","earthquake",10.7,5.1,0.112,23,"reviewed","us","us"
2019-06-04 02:04:15,-15.7796,-71.5716,90.81,4.2,"mb",NA,176,2.694,0.71,"us","us70003yh5","2019-08-27T17:47:25.040Z","12km W of Huarancante, Peru","earthquake",11.6,10.3,0.141,14,"reviewed","us","us"
2019-06-02 16:11:17,-17.5411,-70.6748,121.42,4.1,"mb",NA,128,0.883,1.11,"us","us70003ufu","2019-08-24T21:17:50.040Z","21km SW of Ilabaya, Peru","earthquake",9.9,10.1,0.213,6,"reviewed","us","us"
